post,label
"Aviv Ohana survived Hamas’s massacre at the desert music festival. He still wears the blue entrance band he got from the party.

Now he is joining his IDF unit to fight Hamas.",against
God we pray for peace in israel,against
"Israel and the Palestinian: Deal of the Century
With Donald Trump coming to power in January 2017, serious changes were made in American foreign policy; According to these changes, the Middle East region also underwent important changes. One of the most important events in this region is related to the issue of occupied Palestine and the evolution of the proposed peace plans. The Trump administration, which had a Jewish nature more than other American administrations and expressed great closeness to the Jews of occupied Palestine, under the influence of the strategies of Zionist-influenced think tanks in America, has introduced a plan that, according to Donald Trump, will be the deal of the century. Donald Trump had announced that the Israeli-Palestinian conflict is the most difficult issue in the world and if a solution is found, it will be the deal of the century. This plan, which was presented in the media six months after Trump's presidency, intends to establish a new government under the name of the new Palestinian government by providing some economic privileges to the Palestinians of the West Bank and Gaza, Palestinians living in Jordan, Egypt and Lebanon.

YOUTUBE.COM
Israel and the Palestinian: Deal of the Century",neutral
"🇵🇸#Palestine || The children of the detainee for ""six years"" in the Israeli prisons from #Gaza, ""Nisreen Abu Kamil"", are counting the days waiting for their mother's release, and every day that passes they cross it off.",neutral
"No easy answers in the Middle East? I think there is a very easy answer: Anyone who celebrates and rejoices in the decapitating of babies is a monster that needs to be stopped, their family re-educated and their memory exterminated. Comment below with your idea of an easy answer. #HamasIsISIS #HamasRedefinesEvil #StandWithIsrael
#israelwillwintheterror
https://www.facebook.com/reel/989112568847647

Tal Mizrachi
October 27 at 2:43 PM",against
"I love to plastine
..god in beside to plastine...",with
"Free Palestine, show some humanity.
Jerusalem always was and is the capital of the Palestine 🇵🇸 belong to Palestinians.

Disgusting what the Rich countries do, they preach fake freedom, but all they can do is create war, hunger even dieases, to take control and power all around the world.

How can one country decide to give people another country, when did that ever work out???????",with
We are willing to die for Al Aqsa...,with
"Palestinian woman, Anhar al-Deek, has given birth to her baby today after being released from Israeli prison following an international campaign demanding her immediate release as she was in her ninth month of pregnancy.

Anhar was to give birth while she was in Israeli prison and Israeli occupation authorities decided for her to have a C-section while she is handcuffed.

Israeli occupation authorities decided to release Anhar following international and local pressure, but with the following conditions: $12,500 bail and under house arrest.

She's named her son, Alaa.

Follow Pakistan to Palestine

#saveanhar #saveanharaldeek #Palestine #Palestinians #PalestinianLivesMatter",with
"120 Ultra-Orthodox Jews who volunteered to fight for the Israel Defense Force have now completed their basic training.

Times; they are changing.",against
Free Free Palestine 🇵🇸 from the river to the sea ✊,with
"Prime Minister Benjamin Netanyahu taunted Hamas leader Yahya Sinwar as he compared him to Nazi leader Adolf Hitler and accused him of hiding in a bunker while his people suffered.

“Sinwar doesn't care about his people and acts like a little Hitler in a bunker,” Netanyahu told reporters in Tel Aviv.

“His people,"" the Palestinians in Gaza, “are not interesting to him,” the prime minister stated.

JPOST.COM
Netanyahu: Hamas's Yahya Sinwar is like a little Hitler in his bunker",against
Israel chosen people of God,against
"The Israeli Zionists again demonstrated their brutality when they arrested Al Jazeerah journalist Givara Al Bideri in the Sheikh Jarrah-Palestinian village. This is increasingly opening the eyes of the world to Zionist crimes against media journalists who are protected by human rights laws. The Zionist police and military seem to turn a blind eye to what they are currently doing in Palestine. Brutal acts are their mainstay weapon to frighten the Palestinian people. Hopefully, with the spread of this information, more and more people of the world will understand who the Israeli Zionists are. And move together to reject the occupation that still exists in Palestine. #WeStandWithPalestine #SaveAqsa #SaveGaza #SaveSheikhJarrah #SaveSilwan #FreePalestine",with
"YOUTUBE.COM
The war on Gaza exposes the moral bankruptcy of Western values",against
"Don’t worry about these Zionist territories defend yourselves and fight back with out vulgar language if they want to drop down to be low lives that there choice.
We are fighting for justice , we are fighting for the t, we fighting for all the innocent lives of children being destroyed in the name of revenge, we are fighting for standard human rights .
There mindset is still stuck the 1700s describing humans as animal if that’s what they see in their mirrors the Palestines see themselves as human beings and we can all see there humans , what are they trying to bring back salvoury

Just for the information when they say that Islam isn’t a peaceful religion, YES IT IS Islam was the first to give female rights ,Islam was the first to release slaves , Islam was the first to come out with was rules , Islam was the first to come out with human right of half the people had half brain cell they’d read before judgement or are most people just muppets?

To all my strong and respectful followers please when dogs bark we don’t bark at them do we ? But we push them away until the handler comes and put leash on it .
So please stay strong and fight for justice and the truth,
And to the people who don’t want to research and read before judgement put your shoes in one of the Palestines shoes if your mother imagine you there running away from the rockets , if your a father imagine not be able to give your family safety and normal necessities and if neither of yourself running away from the rocket jumping of body parts and dead bodies for babies to elderly through the rumble trying to find safety and can’t and there Jews sitting on top of a mountain watching you run and people dying and their laughing and cheering on what your reaction",with
"172 new zionist colonizers arrive in occupied Palestine.
The Israeli authorities expect a total of 2000 colonizers to arrive in the occupied country.
The new flights also come while the occupation state has been forcefully expelling native Palestinians from several neighborhoods in occupied Jerusalem and giving their houses to settlement organizations.

Over 14000 zionists from all around the globe had applied to the Israeli government in 2020 to come to Palestine.
Yesterday, the Supreme court gave Sheikh Jarrah residents seven days to accept giving their houses to a settlers’ organization. It pressured them to accept the “protected tyrant” status, which means that they will pay rent for their own houses.

🇵🇸

#Humanity
#Savepalestine
#FreePalestine
#SupportPalestine
#DontForgetPalestine",with
